start,end,line
0:18m16.080,0:18m19.83,actually start composing the poem I'd
,,
0:18m18.240,0:18m23.16,have a powerful many pages full of
,,
0:18m19.830,0:18m25.56,lowercase language yeah in black and
,,
0:18m23.160,0:18m27.42,white and so for the dashes in ellipses
,,
0:18m25.560,0:18m29.25,one I would used to find all and delete
,,
0:18m27.420,0:18m31.23,yeah yeah that would be the quickly I
,,
0:18m29.250,0:18m33.87,learned that pretty quickly that was
,,
0:18m31.230,0:18m36.87,just like find this replace with nothing
,,
0:18m33.870,0:18m41.37,yeah I have just words look at most part
,,
0:18m36.870,0:18m44.19,it some numerals yeah and so and then
,,
0:18m41.370,0:18m47.25,you would get to it and so I mean that's
,,
0:18m44.190,0:18m48.72,almost your prewriting stage in some way
,,
0:18m47.250,0:18m50.82,and then you're to the point where
,,
0:18m48.720,0:18m52.71,you're complement composing the poem or
,,
0:18m50.820,0:18m54.78,whatever word you want to use I mean
,,
0:18m52.710,0:18m58.17,sure where you use I guess yeah then
,,
0:18m54.780,0:19m00.39,after that I mean a once I just because
,,
0:18m58.170,0:19m02.13,of the nature of the the way it was
,,
0:19m00.390,0:19m07.50,copied onto the page what usually end up
,,
0:19m02.130,0:19m09.45,with would be something like tercets
,,
0:19m07.500,0:19m11.16,or something that looked on the page
,,
0:19m09.450,0:19m13.11,already kind of like tercets which is
,,
0:19m11.160,0:19m14.55,what a lot of the phones not all of them
,,
0:19m13.110,0:19m15.30,but a lot of it would end up being
,,
0:19m14.550,0:19m17.46,intercepts
,,
0:19m15.300,0:19m20.04,yeah so just keep that and sometimes two
,,
0:19m17.460,0:19m23.07,lines sometimes three lines sometimes
,,
0:19m20.040,0:19m25.11,longer sometimes more longer stanzas but
,,
0:19m23.070,0:19m27.54,sometimes just that accidental form
,,
0:19m25.110,0:19m30.30,would give me a kind of a starting point
,,
0:19m27.540,0:19m32.19,okay I've got groups of three lines but
,,
0:19m30.300,0:19m33.33,I want to move this line from this one
,,
0:19m32.190,0:19m34.50,up here to this other one and it would
,,
0:19m33.330,0:19m38.88,balance out the other one with the other
,,
0:19m34.500,0:19m40.29,line or phrase so like I said it would
,,
0:19m38.880,0:19m41.61,be like refrigerator magnets and
,,
0:19m40.290,0:19m42.17,although sometimes the full phrases
,,
0:19m41.610,0:19m46.52,instead of
,,
0:19m42.179,0:19m48.09,individual words yeah and in the middle
,,
0:19m46.529,0:19m50.42,that process I initially get rid of most
,,
0:19m48.090,0:19m51.99,of the language you know sometime which
,,
0:19m50.429,0:19m53.19,I just could not figure out anything
,,
0:19m51.990,0:19m55.04,interesting to do it it was just
,,
0:19m53.190,0:19m56.39,wouldn't be interesting yeah so the
,,
0:19m55.049,0:19m58.74,finished poems might be anywhere from
,,
0:19m56.399,0:20m01.04,you know a third of a page to a couple
,,
0:19m58.740,0:20m03.72,pages long but I'd be starting sometimes
,,
0:20m01.049,0:20m07.08,with like ten pages then you just go and
,,
0:20m03.720,0:20m09.17,delete delete delete range shuffle and
,,
0:20m07.080,0:20m12.09,so what was what was the lower the
,,
0:20m09.179,0:20m14.90,phrases or words or groupings that we
,,
0:20m12.090,0:20m16.76,would catch your eye or catchers or ear
,,
0:20m14.909,0:20m18.86,I mean in what in which was it catching
,,
0:20m16.769,0:20m20.27,I guess - I'd say earlier in the process
,,
0:20m18.869,0:20m22.91,it had more to do with the original
,,
0:20m20.279,0:20m24.05,search for the terms I use T so for
,,
0:20m22.919,0:20m26.58,example my first book to your head
,,
0:20m24.059,0:20m28.08,nation yeah well the bunch of searches
,,
0:20m26.580,0:20m32.49,usually included them on other terms to
,,
0:20m28.080,0:20m34.37,turn deer head yeah and so for that I
,,
0:20m32.490,0:20m36.48,was obviously motivated to keep deer
,,
0:20m34.379,0:20m39.17,head a lot of the time keep that theme
,,
0:20m36.480,0:20m41.07,going or sometimes I would just think
,,
0:20m39.179,0:20m43.52,about phrase I think was funny or
,,
0:20m41.070,0:20m45.45,bizarre and I'd want that to be the
,,
0:20m43.529,0:20m47.46,title and I want to keep a few instances
,,
0:20m45.450,0:20m51.09,of those words in the phone it seems
,,
0:20m47.460,0:20m52.35,like a love several years further along
,,
0:20m51.090,0:20m53.51,in the process I get to the Pyrenean
,,
0:20m52.350,0:20m55.64,really care if the original search term
,,
0:20m53.519,0:20m58.03,search terms showed up at all yeah I
,,
0:20m55.649,0:21m01.61,just wanted to create a kind of a lyric
,,
0:20m58.039,0:21m04.76,construct yeah that was limited for its
,,
0:21m01.619,0:21m07.49,sources to the bank of terms what do you
,,
0:21m04.769,0:21m10.25,think got you to that sort of preference
,,
0:21m07.499,0:21m12.60,was it no idea no idea I think just
,,
0:21m10.259,0:21m14.30,getting bored with the regularity of the
,,
0:21m12.600,0:21m15.89,earlier process yes I think worked
,,
0:21m14.309,0:21m17.51,really well for me in the you know some
,,
0:21m15.899,0:21m18.80,of the original first project right
,,
0:21m17.519,0:21m22.40,because they were kind of more
,,
0:21m18.809,0:21m23.87,thematically motivated the you know the
,,
0:21m22.409,0:21m26.39,deer heads thing was supposed to be kind
,,
0:21m23.879,0:21m31.52,of a metaphor for yeah imperialism or
,,
0:21m26.399,0:21m32.99,something out um but but it went on I
,,
0:21m31.529,0:21m35.70,just really gotten became more concerned
,,
0:21m32.999,0:21m38.99,with just wanting a verbal shape or
,,
0:21m35.700,0:21m42.29,sculpture yeah I found interesting so
,,
0:21m38.999,0:21m45.11,and you find then that those later poems
,,
0:21m42.299,0:21m49.32,are more like readable or I mean
,,
0:21m45.119,0:21m51.21,probably I mean I think that's a good
,,
0:21m49.320,0:21m52.51,time laughing but I mean you know I
,,
0:21m51.210,0:21m53.53,think one person's definition
,,
0:21m52.519,0:21m55.87,of readable is very different from
,,
0:21m53.539,0:21m57.32,another's yeah because I honestly I
,,
0:21m55.879,0:21m58.84,think some people would look at whether
,,
0:21m57.320,0:22m00.04,it's early in the stage or later in
,,
0:21m58.849,0:22m04.07,those days what they think this isn't
,,
0:22m00.049,0:22m06.20,poetry right now this is just spam or
,,
0:22m04.070,0:22m10.45,something they're just garbage from the
,,
0:22m06.200,0:22m15.16,internet yeah and you know I mean but I
,,
0:22m10.459,0:22m16.96,think I don't even think that the divide
,,
0:22m15.169,0:22m19.27,is allowing experimental or traditional
,,
0:22m16.969,0:22m20.77,necessarily because frankly a lot of the
,,
0:22m19.279,0:22m23.26,biggest critics of flower for
,,
0:22m20.779,0:22m25.00,experimental about it right so I think
,,
0:22m23.269,0:22m28.03,it really just had to do with it whether
,,
0:22m25.009,0:22m31.48,a person has that kind of mind that
,,
0:22m28.039,0:22m35.14,likes arrangement and that says rather
,,
0:22m31.489,0:22m36.40,than you know if someone said that me
,,
0:22m35.149,0:22m38.45,rephrase that I think it's kind of
,,
0:22m36.409,0:22m41.45,whether someone's drawn to verbal
,,
0:22m38.450,0:22m42.55,arrangement over and above verbal scene
,,
0:22m41.450,0:22m45.04,okay
,,
0:22m42.559,0:22m46.60,and I mean that's what drew me
,,
0:22m45.049,0:22m49.87,originally developed by Clark Coolidge
,,
0:22m46.609,0:22m51.85,or other language pellets or you know it
,,
0:22m49.879,0:22m52.72,didn't matter what it said yeah in the
,,
0:22m51.859,0:22m55.60,traditional sense
,,
0:22m52.729,0:22m59.95,I was interesting like wow I can put
,,
0:22m55.609,0:23m01.33,those words in that place right and so I
,,
0:22m59.959,0:23m04.12,don't really know what's readable you
,,
0:23m01.339,0:23m06.49,know to the quote average person yeah
,,
0:23m04.129,0:23m08.11,yeah there's an average person I guess
,,
0:23m06.499,0:23m09.70,in terms of you enters of your own
,,
0:23m08.119,0:23m10.96,reading or in terms of your own sort of
,,
0:23m09.709,0:23m13.15,confident I mean like when you're making
,,
0:23m10.969,0:23m15.28,those things I mean did you find those
,,
0:23m13.159,0:23m17.80,later pumps to be more pleasurable to
,,
0:23m15.289,0:23m18.76,make I mean was there like I don't know
,,
0:23m17.809,0:23m20.41,what they're I mean you said they're
,,
0:23m18.769,0:23m22.09,more like alia there was more of a lyric
,,
0:23m20.419,0:23m23.53,vent to though I don't know other people
,,
0:23m22.099,0:23m26.25,would see it as lyric just as early but
,,
0:23m23.539,0:23m28.90,yeah I mean I think so I think that it
,,
0:23m26.259,0:23m30.79,inevitably it became almost at least
,,
0:23m28.909,0:23m33.37,from my perspective more traditional
,,
0:23m30.799,0:23m35.26,okay I mean I don't think other people
,,
0:23m33.379,0:23m37.70,are going to yeah a little get to say
,,
0:23m35.269,0:23m40.30,you call this traditional but but I felt
,,
0:23m37.700,0:23m43.03,like I was kind of going back to the
,,
0:23m40.309,0:23m46.15,kinds of things that pleased me about
,,
0:23m43.039,0:23m47.49,older forms of poetry and so so even if
,,
0:23m46.159,0:23m50.77,the fonts themselves have like
,,
0:23m47.499,0:23m55.66,ridiculous vocabulary and images and you
,,
0:23m50.779,0:23m58.27,know to junk food and
,,
0:23m55.660,0:24m00.22,porn site terminology or whatever else
,,
0:23m58.270,0:24m01.57,comes off the internet yeah I'd be
,,
0:24m00.220,0:24m04.00,looking for a rhythm I'll be looking at
,,
0:24m01.570,0:24m06.07,him I'm very influenced by somebody like
,,
0:24m04.000,0:24m10.30,clark Coolidge on that level right kind
,,
0:24m06.070,0:24m12.49,of a the jazz advanced mode composition
,,
0:24m10.300,0:24m14.47,and so I guess I mean how are you
,,
0:24m12.490,0:24m17.16,constructing your lines then I mean if
,,
0:24m14.470,0:24m19.06,you're looking for that sort of rhythm I
,,
0:24m17.160,0:24m21.91,think it's the lines are really just
,,
0:24m19.060,0:24m24.04,determined by the by the by the shape of
,,
0:24m21.910,0:24m25.66,the phrases mm-hmm I mean for me the
,,
0:24m24.040,0:24m28.18,rhythm comes outward from the words it's
,,
0:24m25.660,0:24m29.23,not it's not like a pentameter rhythm or
,,
0:24m28.180,0:24m32.40,something that's very determined by a
,,
0:24m29.230,0:24m32.40,set length yeah
,,
0:24m32.710,0:24m37.27,not in that project not in those books
,,
0:24m35.380,0:24m39.82,and then were you getting I mean were
,,
0:24m37.270,0:24m41.53,you grabbing we when you grab the phrase
,,
0:24m39.820,0:24m43.06,or a few phrases where those almost
,,
0:24m41.530,0:24m44.32,automatically lines or would you break
,,
0:24m43.060,0:24m46.21,those into different lines
,,
0:24m44.320,0:24m48.07,oh we would defend but usually I do a
,,
0:24m46.210,0:24m49.48,lot of breaking I mean there's a sense
,,
0:24m48.070,0:24m51.70,in which the whole process is kind of
,,
0:24m49.480,0:24m54.19,unnecessary I mean because ultimately
,,
0:24m51.700,0:24m57.85,what I was doing was just manipulating
,,
0:24m54.190,0:24m59.23,the the results so much that I mean I
,,
0:24m57.850,0:25m02.29,would think all time I really don't need
,,
0:24m59.230,0:25m03.91,to go to the internet for this except at
,,
0:25m02.290,0:25m06.58,the level of just I think vocabulary
,,
0:25m03.910,0:25m09.07,yeah yeah maybe beyond that just little
,,
0:25m06.580,0:25m11.44,syntactical clusters right oh I was at
,,
0:25m09.070,0:25m12.79,these four words in a row right I would
,,
0:25m11.440,0:25m15.01,never have come up with these four words
,,
0:25m12.790,0:25m17.11,in a row on my own just trying to think
,,
0:25m15.010,0:25m19.66,of something so what I was looking for
,,
0:25m17.110,0:25m22.09,is really just a palette full of colors
,,
0:25m19.660,0:25m24.49,you like is that the colors I couldn't
,,
0:25m22.090,0:25m26.05,think up by myself there's no human
,,
0:25m24.490,0:25m27.85,being I mean would think of putting
,,
0:25m26.050,0:25m30.28,those things in a pelham because they're
,,
0:25m27.850,0:25m33.01,just you know they're not that there's
,,
0:25m30.280,0:25m34.84,something else at that stage so in terms
,,
0:25m33.010,0:25m36.28,of like your revision strategies for
,,
0:25m34.840,0:25m39.10,these poems I mean in the early stages
,,
0:25m36.280,0:25m40.75,you you had a more I mean it's sort of
,,
0:25m39.100,0:25m45.64,recapping all that you added more intent
,,
0:25m40.750,0:25m47.50,towards representing the search in some
,,
0:25m45.640,0:25m49.39,very fundamental way and then later it
,,
0:25m47.500,0:25m51.01,started to become you we wanted to kind
,,
0:25m49.390,0:25m55.84,of represent an accumulation an
,,
0:25m51.010,0:25m57.64,arrangement more yeah lyrically or more
,,
0:25m55.840,0:25m59.61,more more in a way to do the kind of
,,
0:25m57.640,0:26m03.07,traditional and your traditions of
,,
0:25m59.610,0:26m04.66,poetry cuz the one constant was the
,,
0:26m03.070,0:26m05.87,importance of the idea that it was
,,
0:26m04.660,0:26m08.80,generated by the search
,,
0:26m05.870,0:26m11.53,and I think that was an antic that is a
,,
0:26m08.809,0:26m13.42,factor for the reai think you know I
,,
0:26m11.539,0:26m16.78,don't see any need to mask the the
,,
0:26m13.429,0:26m18.16,method I think one of the pleasures for
,,
0:26m16.789,0:26m20.05,me of reading other work like that by
,,
0:26m18.169,0:26m22.46,other people is knowing oh they did this
,,
0:26m20.059,0:26m25.49,by using a particular procedure right oh
,,
0:26m22.460,0:26m28.49,and I'm still most interested in how how
,,
0:26m25.490,0:26m29.80,the finished work affects me of the
,,
0:26m28.490,0:26m31.07,knowledge that it was created in a
,,
0:26m29.809,0:26m33.55,certain way something I can't separate I
,,
0:26m31.070,0:26m35.60,don't want to separate it yeah so I you
,,
0:26m33.559,0:26m37.90,know I look fraying the work all the way
,,
0:26m35.600,0:26m39.38,through it's like this was you know if I
,,
0:26m37.909,0:26m40.70,were to mention it which I had occasion
,,
0:26m39.380,0:26m42.95,to do I you know the beginning of the
,,
0:26m40.700,0:26m45.79,book oh yeah / no this was created by
,,
0:26m42.950,0:26m47.27,using Google search methods yeah so I
,,
0:26m45.799,0:26m50.12,think it helps of people going to of
,,
0:26m47.270,0:26m51.98,that knowledge sure but like you're
,,
0:26m50.120,0:26m55.78,saying I didn't necessarily want the
,,
0:26m51.980,0:26m58.25,search to retain some like imprint of
,,
0:26m55.789,0:27m01.13,the all the original conditions of the
,,
0:26m58.250,0:27m03.40,search even maybe in the first book the
,,
0:27m01.130,0:27m05.69,to some extent yeah for example into
,,
0:27m03.409,0:27m09.83,your head nation I not only kept a lot
,,
0:27m05.690,0:27m12.83,more longer clusters of their original
,,
0:27m09.830,0:27m15.15,syntactic clusters so keep a bunch of
,,
0:27m12.830,0:27m18.50,ellipses and create yeah visual
,,
0:27m15.159,0:27m20.60,groupings with them all these kind of
,,
0:27m18.500,0:27m22.88,graphic reminders of what the process
,,
0:27m20.600,0:27m24.08,was I just felt less and going to do
,,
0:27m22.880,0:27m25.34,that as I went because it didn't seem
,,
0:27m24.080,0:27m27.20,necessary for the different kinds of
,,
0:27m25.340,0:27m29.87,poems I was going into great great um
,,
0:27m27.200,0:27m32.77,what about the prose poems in these
,,
0:27m29.870,0:27m34.78,enemies in this tradition I mean like
,,
0:27m32.779,0:27m38.11,how did those come about oh yeah I'm the
,,
0:27m34.789,0:27m40.52,same thing but they're I mean they're
,,
0:27m38.110,0:27m42.83,the original search terms did we make
,,
0:27m40.520,0:27m44.75,did remain much more important yeah
,,
0:27m42.830,0:27m46.78,because I mean you have a phrase like
,,
0:27m44.750,0:27m49.07,and then she said you know or something
,,
0:27m46.789,0:27m51.50,very fixed and obviously in order to
,,
0:27m49.070,0:27m52.58,keep the shades of the throughout the
,,
0:27m51.500,0:27m57.08,bottom I'm going to have to keep coming
,,
0:27m52.580,0:27m58.54,back to that tag great so and then there
,,
0:27m57.080,0:28m00.89,the goal was usually to make it seem
,,
0:27m58.549,0:28m02.09,seamless like it's the one subject you
,,
0:28m00.890,0:28m05.99,know saying something over and over
,,
0:28m02.090,0:28m08.00,again so yeah that would be an exception
,,
0:28m05.990,0:28m09.78,know whenever I do it although I think I
,,
0:28m08.000,0:28m12.55,also did some prose ones where I didn't
,,
0:28m09.789,0:28m15.26,stick that much to whatever original
,,
0:28m12.559,0:28m17.17,grammatical framing Reglan I don't
,,
0:28m15.260,0:28m18.26,remember a handout or which ones but
,,
0:28m17.179,0:28m22.58,yeah
,,
0:28m18.260,0:28m29.18,um so I trying to be kind of Christmas
,,
0:28m22.580,0:28m30.50,wait amento it's worth that I mean well
,,
0:28m29.180,0:28m33.05,I mean I guess this is one of questions
,,
0:28m30.500,0:28m35.54,I asked a lot is where you kind of were
,,
0:28m33.050,0:28m36.95,these divisions driven by sound I mean
,,
0:28m35.540,0:28m38.54,were you reading them out loud to get a
,,
0:28m36.950,0:28m40.04,better kind of rhythm or did you have
,,
0:28m38.540,0:28m43.13,like meanings or themes that you wanted
,,
0:28m40.040,0:28m44.06,to this is I mean especially yeah that's
,,
0:28m43.130,0:28m46.87,a good question
,,
0:28m44.060,0:28m49.67,I think sound was probably usually the
,,
0:28m46.870,0:28m52.73,least tied for the primary operator
,,
0:28m49.670,0:28m54.56,there yeah and what would what would
,,
0:28m52.730,0:28m59.42,determine a line break then in terms of
,,
0:28m54.560,0:29m01.43,sound that's a typical question even for
,,
0:28m59.420,0:29m03.38,like traditional know that writing write
,,
0:29m01.430,0:29m05.18,your 30 days in the hospitalization
,,
0:29m03.380,0:29m07.37,drives me crazy in workshop on a
,,
0:29m05.180,0:29m08.84,teachings life on the one hand wanting
,,
0:29m07.370,0:29m11.36,people to think about line breaks and
,,
0:29m08.840,0:29m12.86,what motivates them what they have and
,,
0:29m11.360,0:29m16.60,the other hand getting so tired of
,,
0:29m12.860,0:29m16.60,getting bogged down completely arbitrary
,,
0:29m17.020,0:29m21.65,theories of like the line break at the
,,
0:29m19.760,0:29m24.13,end in some ways it's like a very
,,
0:29m21.650,0:29m27.35,important thing in some ways it's just
,,
0:29m24.130,0:29m28.70,totally random I mean writing every poem
,,
0:29m27.350,0:29m29.69,obviously and then quote especially
,,
0:29m28.700,0:29m31.97,obviously if you're working in a fixed
,,
0:29m29.690,0:29m34.88,form it's yeah I can care of a free
,,
0:29m31.970,0:29m37.34,verse or procedural or other kinds of
,,
0:29m34.880,0:29m40.31,things where the line breaks are kind of
,,
0:29m37.340,0:29m43.58,post facto consideration yeah I mean
,,
0:29m40.310,0:29m45.56,really is just going on my nerve you
,,
0:29m43.580,0:29m47.96,know just what strikes me at the moment
,,
0:29m45.560,0:29m49.40,is seemed like a good way to keep the
,,
0:29m47.960,0:29m51.74,rhythm going or to create a halt in the
,,
0:29m49.400,0:29m53.63,rhythm or yeah do a little both
,,
0:29m51.740,0:29m56.51,depending where I am in the poem sure
,,
0:29m53.630,0:29m59.09,yeah um did you fit so for it for the
,,
0:29m56.510,0:30m00.95,pretties and what I thought okay what's
,,
0:29m59.090,0:30m03.14,what would be the phrase that you would
,,
0:30m00.950,0:30m05.39,use the muses collage you say who
,,
0:30m03.140,0:30m07.25,collage I see Google sculpt that yeah
,,
0:30m05.390,0:30m09.53,sort of my own scholars area term I kind
,,
0:30m07.250,0:30m12.17,of tried to put out there for it okay
,,
0:30m09.530,0:30m13.79,and then so that's the one that you sort
,,
0:30m12.170,0:30m15.47,of prefer as saying it's like a google
,,
0:30m13.790,0:30m18.83,sculpting yeah that's called me collage
,,
0:30m15.470,0:30m21.11,works to the last words okay and then
,,
0:30m18.830,0:30m23.12,did you save like you know what the
,,
0:30m21.110,0:30m25.31,terms are for each poem and they're
,,
0:30m23.120,0:30m26.30,somewhere where that is recorded no no
,,
0:30m25.310,0:30m27.98,sometimes the thing about that why
,,
0:30m26.300,0:30m29.63,didn't I use a record of like what it
,,
0:30m27.980,0:30m31.04,well how exactly this came about but
,,
0:30m29.630,0:30m34.63,yeah I'm too
,,
0:30m31.049,0:30m37.08,kind of that's it my digital ad for that
,,
0:30m34.639,0:30m39.11,great but like recreated someday but
,,
0:30m37.080,0:30m40.40,using like simulator oh you can't
,,
0:30m39.119,0:30m41.85,because I'm in the Internet has
,,
0:30m40.409,0:30m47.36,completely changed right yeah it's gone
,,
0:30m41.850,0:30m50.00,forever I know so fascinating um and
,,
0:30m47.369,0:30m53.19,then so I guess okay so those are that's
,,
0:30m50.009,0:30m54.86,so we've moved from the first stage the
,,
0:30m53.190,0:30m57.60,second stage and then the two stages of
,,
0:30m54.869,0:30m59.22,that the latter stage of that having run
,,
0:30m57.600,0:31m00.89,up for about ten years you said
,,
0:30m59.220,0:31m03.65,something like that yeah so like I'm
,,
0:31m00.899,0:31m07.49,writing just freeform Oh however you
,,
0:31m03.659,0:31m09.57,want to describe it from like 98 to 200
0:31m07.499,0:31m11.34,so that's very short phrase okay no the
,,
0:31m09.570,0:31m13.64,2nd book A Thousand Devils was kind of
,,
0:31m11.340,0:31m15.84,stuff left over from that stage so okay
,,
0:31m13.649,0:31m17.54,you know that came out 2004 most of the
,,
0:31m15.840,0:31m19.79,headed risen quite a bit earlier and the
,,
0:31m17.549,0:31m21.77,hovercraft is also that to have set via
,,
0:31m19.799,0:31m23.07,that's that initial stage okay and then
,,
0:31m21.779,0:31m25.04,the second stage starts with your head
,,
0:31m23.070,0:31m27.89,nation through breathalyzer and the
,,
0:31m25.049,0:31m29.54,front and the front okay um and then and
,,
0:31m27.899,0:31m32.51,now the project ended so this third
,,
0:31m29.549,0:31m34.08,section then is the sonogram yeah and so
,,
0:31m32.519,0:31m36.05,how did that project come about I should
,,
0:31m34.080,0:31m39.41,just announcing discuss let say I'm
,,
0:31m36.059,0:31m42.21,calling these stages just a convenient
,,
0:31m39.419,0:31m44.63,way of separating well timed it helps my
,,
0:31m42.210,0:31m46.28,honor yeah yeah I just wanted I don't
,,
0:31m44.639,0:31m49.59,think of it necessarily like oh this is
,,
0:31m46.289,0:31m51.29,the you know initiative stage that
,,
0:31m49.590,0:31m53.10,develop into this this is what I happen
,,
0:31m51.299,0:31m54.84,to start doing or stuff to know yeah
,,
0:31m53.100,0:31m59.15,this is not an aggression it's works
,,
0:31m54.840,0:32m00.74,yeah so yeah so sonograms I have forget
,,
0:31m59.159,0:32m02.22,what you I think maybe it's been
,,
0:32m00.749,0:32m03.69,embarassingly a long time now because
,,
0:32m02.220,0:32m07.32,I've been working very slowly on it I've
,,
0:32m03.690,0:32m09.26,yeah a very lazy pellet um the best and
,,
0:32m07.320,0:32m11.10,so I mean if it would have been finished
,,
0:32m09.269,0:32m13.25,a long time ago if I'd kept any schedule
,,
0:32m11.100,0:32m15.62,okay that a little over halfway through
,,
0:32m13.259,0:32m19.85,I had to get started I don't know 200
0:32m15.629,0:32m21.17,or something like that huh and it
,,
0:32m19.859,0:32m23.73,started it with like National Poetry
,,
0:32m21.179,0:32m25.79,Month and I was looking for an idea for
,,
0:32m23.730,0:32m27.29,like just something some quick and easy
,,
0:32m25.799,0:32m29.78,gimmick to allow me to write a poem a
,,
0:32m27.299,0:32m32.15,day mmm I can do something with
,,
0:32m29.789,0:32m34.36,Shakespeare's sonnets yeah so I go to
,,
0:32m32.159,0:32m36.96,the I now find a sonnet I caused to
,,
0:32m34.369,0:32m38.86,paste it into a Word document okay what
,,
0:32m36.960,0:32m42.60,can I do in the next five or 10 minutes
,,
0:32m38.869,0:32m45.87,using this as my source you know
,,
0:32m42.600,0:32m49.45,#NAME?
,,
0:32m45.879,0:32m52.05,tradition yeah I started just kind of
,,
0:32m49.450,0:32m54.27,shuffling and playing with it my cursor
,,
0:32m52.059,0:32m57.24,and thinking and I had been recently
,,
0:32m54.279,0:33m00.85,impressed by a book by Gregory bets
,,
0:32m57.240,0:33m06.34,which I'm now embarrassingly forgetting
,,
0:33m00.850,0:33m08.47,the title of anyway it's a it's a it's a
,,
0:33m06.340,0:33m13.48,book in which he takes a paragraph from
,,
0:33m08.470,0:33m15.63,a speech and rearranges is it rearranges
,,
0:33m13.480,0:33m16.96,it multiple times throughout the book
,,
0:33m15.639,0:33m18.90,just by letter
,,
0:33m16.960,0:33m20.91,so the anagrams of the same paragraph
,,
0:33m18.909,0:33m23.32,uh-huh
,,
0:33m20.919,0:33m25.45,yeah Christian book gave me a copy of
,,
0:33m23.320,0:33m26.88,this as well as I think Gregory Betts
,,
0:33m25.450,0:33m28.50,was with them at the time and today
,,
0:33m26.889,0:33m30.49,here's your like this book and I did I
,,
0:33m28.509,0:33m31.96,thought oh I want to play around as I
,,
0:33m30.490,0:33m35.04,suddenly remembered Oh Hannah Graham as
,,
0:33m31.960,0:33m37.36,well okay this will probably take too
,,
0:33m35.049,0:33m39.30,long we all just start shuffling it
,,
0:33m37.360,0:33m42.27,around like figuring out ways to break
,,
0:33m39.309,0:33m45.07,it up and then I came up with the idea
,,
0:33m42.279,0:33m48.85,of taking each of the lines conceding
,,
0:33m45.070,0:33m50.88,them into an anagram generator because
,,
0:33m48.850,0:33m51.82,that's how it would fit at a time be one
,,
0:33m50.889,0:33m53.86,line okay
,,
0:33m51.820,0:33m55.29,so I did that and every time I feed in
,,
0:33m53.860,0:33m58.41,the antenna group generator would give
,,
0:33m55.299,0:34m00.30,me a choice of a bunch of words lists
,,
0:33m58.419,0:34m01.65,you can make by rearranging that
,,
0:34m00.309,0:34m04.80,particular line I just picked the one I
,,
0:34m01.659,0:34m07.36,like the best and until I have this poem
,,
0:34m04.809,0:34m09.42,that was 14 lines of silly words yeah
,,
0:34m07.360,0:34m12.76,right I thought okay there that's a poem
,,
0:34m09.429,0:34m14.71,and it's not that interesting right and
,,
0:34m12.760,0:34m15.94,kind of cool and in retrospect that's
,,
0:34m14.710,0:34m17.07,another thing I wish I had done it
,,
0:34m15.940,0:34m19.86,should save all these initial
,,
0:34m17.079,0:34m22.88,first-stage word lists yeah that I used
,,
0:34m19.869,0:34m27.63,to create the phones right haven't
,,
0:34m22.889,0:34m29.04,library perfect ranging - what cuz there
,,
0:34m27.639,0:34m31.00,were kind of neat poems about them like
,,
0:34m29.049,0:34m35.47,yeah cheap fake phones on their own
,,
0:34m31.000,0:34m38.04,brain or just just line by line Hannah
,,
0:34m35.470,0:34m40.38,Graham lovely results on it but without
,,
0:34m38.049,0:34m43.83,much syntax or anything which is they're
,,
0:34m40.389,0:34m45.49,just words in a row great so I stopped
,,
0:34m43.839,0:34m46.78,there and thought oh I'm already like 1
0:34m45.490,0:34m48.70,minutes into it that's the ten fifteen
,,
0:34m46.780,0:34m49.99,minutes into it but it'd be more
,,
0:34m48.700,0:34m51.76,interesting if I actually just moved the
,,
0:34m49.990,0:34m53.85,letters throughout the entire poem like
,,
0:34m51.760,0:34m57.22,Gregory Beth did
,,
0:34m53.850,0:35m00.16,and so I did that in like four or five
,,
0:34m57.220,0:35m01.48,hours later it's because I have been
,,
0:35m00.160,0:35m03.73,working on this film for like a big
,,
0:35m01.480,0:35m05.53,chunk of the day yeah and then I got
,,
0:35m03.730,0:35m08.88,really hooked on started doing a bunch
,,
0:35m05.530,0:35m11.32,of them I don't think I kept to the
,,
0:35m08.880,0:35m13.51,whatever it's called national telex
,,
0:35m11.320,0:35m17.53,rewriting not scheduled right uh but I
,,
0:35m13.510,0:35m19.12,think did a few of these I have a you
,,
0:35m17.530,0:35m21.21,know suing like it's stuck them now I'm
,,
0:35m19.120,0:35m23.77,up to like I don't know 90 something of
,,
0:35m21.210,0:35m27.10,it's embarrassing like I said since 200
0:35m23.770,0:35m31.06,I should have a lot more but in there
,,
0:35m27.100,0:35m33.16,100 and 150 for total okay so yeah so I
,,
0:35m31.060,0:35m35.29,would just each bomb is just the Oh an
,,
0:35m33.160,0:35m38.31,anagram yeah and then I would say
,,
0:35m35.290,0:35m41.62,there's a cheat that I'll use all the
,,
0:35m38.310,0:35m42.79,letters to create a new poem in iambic
,,
0:35m41.620,0:35m45.61,pentameter with the original rhyme
,,
0:35m42.790,0:35m48.67,scheme you know ABA B the set of three
,,
0:35m45.610,0:35m50.85,quatrains and a couplet but they all
,,
0:35m48.670,0:35m52.78,have letters left over right never that
,,
0:35m50.850,0:35m55.63,almost never is a problem that don't
,,
0:35m52.780,0:35m59.17,have enough letters usually I don't have
,,
0:35m55.630,0:36m00.67,I can't use them all the poem so so I
,,
0:35m59.170,0:36m02.83,have used those extra letters and make
,,
0:36m00.670,0:36m03.25,up a title and that easily is pretty
,,
