start,end,line
0:25:00.350,0:25:06.14,fiction writing class in grad school I

0:25:02.750,0:25:07.94,was in I was in the poetry group but we

0:25:06.140,0:25:11.99,had to take a fiction class and I was

0:25:07.940,0:25:13.76,terrible I was terrible at it because I

0:25:11.990,0:25:18.10,didn't have any sense of what made a

0:25:13.760,0:25:20.48,story yeah but when I started teaching

0:25:18.100,0:25:23.99,it's especially when I moved to Lake

0:25:20.480,0:25:26.41,Forest College I they thought well any

0:25:23.990,0:25:29.90,poet can teach fiction writing you know

0:25:26.419,0:25:31.46,it's debatable if we can get a fiction

0:25:29.900,0:25:34.28,writer who can teach poetry so they

0:25:31.460,0:25:37.39,hired thinking you know that I could

0:25:34.280,0:25:40.82,figure it out so I think I just

0:25:37.390,0:25:43.42,accidentally taught myself to write

0:25:40.820,0:25:46.28,fiction by trying to help my students

0:25:43.429,0:25:50.03,make their stories better and trying to

0:25:46.280,0:25:55.22,diagnose and what does this story need I

0:25:50.030,0:25:57.23,remember so many days walking to my

0:25:55.220,0:25:58.88,fiction writing class and trying to

0:25:57.230,0:26:02.03,think about what I was going to say to

0:25:58.880,0:26:04.46,this writer about her story you know how

0:26:02.030,0:26:08.54,to how to address its trouble

0:26:04.460,0:26:12.88,and I realized that I was internalizing

0:26:08.540,0:26:15.91,all of all this and then the first

0:26:12.880,0:26:19.42,time I got a sabbatical on I remember I

0:26:15.910,0:26:21.13,was driving into Chicago on a little for

0:26:19.420,0:26:23.17,a little adventure for the day and I'm

0:26:21.130,0:26:25.66,so happy I had the sabbatical I was

0:26:23.170,0:26:29.59,going to work on poems of course and I

0:26:25.660,0:26:32.08,got this idea for a story and I wrote I

0:26:29.590,0:26:32.92,remember I was just writing on my car

0:26:32.080,0:26:35.61,see fine

0:26:32.920,0:26:38.44,driving this this little note to myself

0:26:35.610,0:26:40.66,about what the story kind of just a

0:26:38.440,0:26:43.54,synopsis like one sentence of what it

0:26:40.660,0:26:48.67,would be by the time I got into Chicago

0:26:43.540,0:26:50.89,I had five story synopses written on

0:26:48.670,0:26:52.96,this piece of paper well and then I just

0:26:50.890,0:26:56.11,came home and that's when I did from my

0:26:52.960,0:26:58.96,own radical I will I will a bunch of

0:26:56.110,0:27:01.95,stories analysis first book of stories

0:26:58.960,0:27:06.73,limited lifetime warranty is called yeah

0:27:01.950,0:27:14.59,and what year was it oh my gosh I think

0:27:06.730,0:27:15.01,that was 1983 yourself and so so

0:27:14.590,0:27:18.40,southern

0:27:15.010,0:27:19.72,Anna's and so you've been stories kind

0:27:18.400,0:27:21.64,of happened to you and they've done

0:27:19.720,0:27:25.27,they've been similar as a whole time in

0:27:21.640,0:27:27.25,writing have poems in similar ways had

0:27:25.270,0:27:29.32,like kind of come upon you or is it a

0:27:27.250,0:27:31.69,little bit more I don't know is it a

0:27:29.320,0:27:34.93,different process than that holes are

0:27:31.690,0:27:42.16,more like a daily practice with me I

0:27:34.930,0:27:48.18,like I like poems they don't form either

0:27:42.160,0:27:51.40,more about sound and imagery voice who's

0:27:48.180,0:27:58.00,talking in my poems there's there often

0:27:51.400,0:28:03.46,some part of me that I didn't really

0:27:58.000,0:28:06.15,know was there you know some aspect of

0:28:03.460,0:28:09.13,personality that I'm kind of exploring

0:28:06.150,0:28:12.69,yeah who uses language a different way

0:28:09.130,0:28:17.11,maybe than my ordinary daily life self

0:28:12.690,0:28:22.54,so I like I like that kind of quick pop

0:28:17.110,0:28:24.73,of a poem and you start mostly with the

0:28:22.540,0:28:32.33,line or name

0:28:24.730,0:28:36.77,I like a line with an image in it okay I

0:28:32.330,0:28:39.35,like one time I was writing an article

0:28:36.770,0:28:42.08,about Charles writes poetry I really

0:28:39.350,0:28:44.51,like Charles Wright and I said something

0:28:42.080,0:28:49.25,in there and yes with you about the hand

0:28:44.510,0:28:52.54,of the image in the glove of sound and I

0:28:49.250,0:28:54.16,took that out over the review because I

0:28:52.549,0:28:57.28,thought it sound a little precious or

0:28:54.169,0:29:00.47,something but it reduces yeah

0:28:57.289,0:29:03.64,but for me I like that kind of fear sort

0:29:00.470,0:29:11.92,of in sort of indivisible great right

0:29:03.649,0:29:14.45,they come together but I'm I'm I

0:29:11.929,0:29:16.97,remember talking to Charles one time and

0:29:14.450,0:29:19.85,I asked him a lot of the same questions

0:29:16.970,0:29:22.13,you're asking me about composition I was

0:29:19.850,0:29:24.86,just like taken aback to the airport

0:29:22.130,0:29:26.48,after a reading I like plug in him for

0:29:24.860,0:29:28.39,everything you can tell me about how he

0:29:26.480,0:29:31.85,works and he says well you know after I

0:29:28.399,0:29:37.52,do it to your fourth draft and I I turn

0:29:31.850,0:29:39.67,it over to my ear yeah he said I drive

0:29:37.520,0:29:42.28,around town doing errands going to

0:29:39.679,0:29:44.65,stores stuff like that and I memorized

0:29:42.289,0:29:47.51,the poem and working on and then I just

0:29:44.659,0:29:50.39,start moving the words in the lines

0:29:47.510,0:29:52.37,around and then I start moving the lines

0:29:50.390,0:29:54.50,and the stances around just kind of

0:29:52.370,0:30:00.20,trying out I'm listening to the sonic

0:29:54.500,0:30:02.63,value I'm doing that so I guess that's a

0:30:00.200,0:30:04.49,good space to move on to review I mean

0:30:02.630,0:30:08.99,so when you're revising a poem are you

0:30:04.490,0:30:11.09,revising mostly by sound or I mean it's

0:30:08.990,0:30:17.21,like the sonic values is that where are

0:30:11.090,0:30:20.11,there different stages well you know

0:30:17.210,0:30:25.88,every poem has just presents different

0:30:20.110,0:30:27.89,troubles to me I guess these are some of

0:30:25.880,0:30:29.53,the questions I have to ask myself if

0:30:27.890,0:30:31.07,this is just for me I don't know that

0:30:29.539,0:30:34.97,these would be other people's problems

0:30:31.070,0:30:36.32,by any means but I'm asking myself who

0:30:34.970,0:30:41.01,the heck is talking

0:30:36.320,0:30:44.94,who is it because sometimes I just and I

0:30:41.010,0:30:48.45,mean that in a physical literal way I

0:30:44.940,0:30:51.54,have to see I have to see a figure

0:30:48.450,0:30:53.88,almost you know maybe it's me but it's

0:30:51.540,0:30:58.11,me when I'm 1,
0:30:53.880,0:31:01.77,it's me with big red hair it's another

0:30:58.110,0:31:02.46,so I'm asking who is this person where

0:31:01.770,0:31:08.64,is she

0:31:02.460,0:31:12.96,are he sometimes I think I'm in a kind

0:31:08.640,0:31:15.27,of gender shift I like that because I

0:31:12.960,0:31:17.40,was a real tomboy as a little kid and I

0:31:15.270,0:31:19.80,think I kind of squashed that little

0:31:17.400,0:31:21.33,tomboy down and he likes to come back

0:31:19.800,0:31:24.12,and say things once in a while and he's

0:31:21.330,0:31:32.28,a little bit of a sassy smadi kid and I

0:31:24.120,0:31:36.36,like him so who is she where are we in

0:31:32.280,0:31:38.30,the poem I need to get located in

0:31:36.360,0:31:43.94,time-space

0:31:38.300,0:31:47.43,and what the heck is going on like what

0:31:43.940,0:31:50.25,dramatically is happening in the poem

0:31:47.430,0:31:52.56,and a lot of times I'm you know I'll

0:31:50.250,0:31:57.93,have a fix on one or the other of these

0:31:52.560,0:31:59.76,questions but I'm really feeling unclear

0:31:57.930,0:32:02.79,about the other so I kind of know

0:31:59.760,0:32:05.24,questions to ask myself and that's what

0:32:02.790,0:32:07.68,I do in there really early stages of

0:32:05.240,0:32:10.77,drafting the poem and trying to figure

0:32:07.680,0:32:12.51,out the answers to some of those and how

0:32:10.770,0:32:14.21,do these questions then translate into

0:32:12.510,0:32:15.90,like into the basic physical

0:32:14.210,0:32:17.55,manifestation of your writing are you

0:32:15.900,0:32:20.55,are you still in your notebooks working

0:32:17.550,0:32:23.01,yeah okay yeah fill in notebooks and are

0:32:20.550,0:32:25.41,you writing these questions in no now

0:32:23.010,0:32:29.37,I'm just what I'm doing is I'm just

0:32:25.410,0:32:32.46,getting my imagination a chore a task

0:32:29.370,0:32:34.68,instead I'm staring into space and

0:32:32.460,0:32:38.66,trying to see like where's the set where

0:32:34.680,0:32:40.65,is this unfolding trying to give myself

0:32:38.660,0:32:42.33,I'm so I'm interested in all this

0:32:40.650,0:32:44.64,material and I remember let's say you're

0:32:42.330,0:32:46.68,a poet but I mean it's also like you

0:32:44.640,0:32:48.72,knows it so you haven't so much up here

0:32:46.680,0:32:49.04,just that it doesn't happen on on the

0:32:48.720,0:32:50.63,page

0:32:49.049,0:32:52.88,doesn't happen it happens a lot yeah

0:32:50.639,0:32:54.45,going to the store and thinking about

0:32:52.889,0:32:57.98,for listening to me of your own sound

0:32:54.450,0:33:02.42,this is another hard things dr. Porter

0:32:57.980,0:33:04.32,yeah and see none of this takes place

0:33:02.429,0:33:07.04,with fictional fiction you're sort of

0:33:04.320,0:33:10.47,that you've got all that as you walk

0:33:07.049,0:33:12.17,into the first thing great great well

0:33:10.470,0:33:14.46,then so so what is your mode when you're

0:33:12.179,0:33:16.75,advising a story like how do you how do

0:33:14.460,0:33:21.23,you work through the drafts of the story

0:33:16.759,0:33:24.89,well with a story I'm really thinking a

0:33:21.239,0:33:28.87,lot more about why does this happen or

0:33:24.899,0:33:30.98,why did this happen in the past tense

0:33:28.879,0:33:31.35,actually have a lot of questions

0:33:30.989,0:33:35.36,thoughts

0:33:31.350,0:33:37.37,motivations of the characters or what

0:33:35.369,0:33:40.32,their relationships are like how did

0:33:37.379,0:33:42.45,they get to this I'm often trying to

0:33:40.320,0:33:46.25,think about a little some details of

0:33:42.450,0:33:50.09,backstory you know again you know all

0:33:46.259,0:33:52.83,these things it's really helped to have

0:33:50.090,0:33:55.54,heard myself ask my students these

0:33:52.830,0:33:59.27,questions for the last 30 years yeah

0:33:55.549,0:34:03.33,they're kind of in there this is yeah

0:33:59.279,0:34:07.59,the questions to ask yourself and but I

0:34:03.330,0:34:10.64,think what I'm mainly doing once I have

0:34:07.590,0:34:13.70,addressed some of these questions I mean

0:34:10.649,0:34:17.87,we have to do with inferiority and

0:34:13.700,0:34:21.00,psychology of people is in revision I'm

0:34:17.879,0:34:23.90,just trying to get the story to move

0:34:21.000,0:34:28.13,along I'm really paying most attention

0:34:23.909,0:34:31.04,to the pace and I think in that regard

0:34:28.139,0:34:34.98,now poetry and fiction maybe have a

0:34:31.049,0:34:37.88,little more similarities when you get to

0:34:34.980,0:34:40.29,that stage of revision where you're

0:34:37.889,0:34:42.29,starting to really start to tighten yeah

0:34:40.290,0:34:46.66,are we there now what that was talking

0:34:42.299,0:34:53.25,about no yes okay your bands so then

0:34:46.669,0:34:57.96,with the poem I flash mercilessly I'm a

0:34:53.250,0:34:59.81,slasher yes and I move things around but

0:34:57.960,0:35:02.97,often when I'm moving around is you know

0:34:59.819,0:35:06.34,I've got too many lines on

0:35:02.970,0:35:09.01,the landscape all in a row here I've got

0:35:06.340,0:35:11.71,ten lines about a freaking place where

0:35:09.010,0:35:13.93,we are the best boring but I sometimes I

0:35:11.710,0:35:16.42,won't cut them I'll just take four of

0:35:13.930,0:35:18.87,them and put them in a different place

0:35:16.420,0:35:22.21,and I don't worry too much about like

0:35:18.870,0:35:25.60,how to get back there because that's

0:35:22.210,0:35:27.46,easy to do later and same in fiction

0:35:25.600,0:35:30.90,what I'm really thinking about pacing

0:35:27.460,0:35:34.44,I'm thinking about you know like the

0:35:30.900,0:35:38.05,opening of the story I'll just start

0:35:34.440,0:35:40.60,with the scene that we're going to catch

0:35:38.050,0:35:41.98,back up to in the middle but because

0:35:40.600,0:35:43.45,it's got some interest I think

0:35:41.980,0:35:44.80,interesting dialogue or something

0:35:43.450,0:35:47.02,interesting is going on with the

0:35:44.800,0:35:50.08,characters I'm going to start there and

0:35:47.020,0:35:52.63,then circle back and then catch back up

0:35:50.080,0:35:54.28,to it midway through the story oh and

0:35:52.630,0:35:57.73,you're for that same cut that's typical

0:35:54.280,0:35:59.23,for me to UM move around like that so

0:35:57.730,0:36:01.75,I'm just going okay we've got a scene a

0:35:59.230,0:36:03.61,dialogue now we're going to have you

0:36:01.750,0:36:06.28,know how to dissolve start now we're

0:36:03.610,0:36:08.44,going to have scene where we've got some

0:36:06.280,0:36:10.83,dream or some thinking that we're going

0:36:08.440,0:36:17.41,to go back to dialog so I'm just kind of

0:36:10.830,0:36:19.03,having some syncopation of pacing things

0:36:17.410,0:36:20.53,and that kind of happens throughout your

0:36:19.030,0:36:22.03,books to write not if not only within

0:36:20.530,0:36:25.38,the story hood within a collection of

0:36:22.030,0:36:25.38,stories there's sort of that same

0:36:25.980,0:36:30.52,disadvantages of such as it seems or not

0:36:29.020,0:36:33.19,not repetition but like a kind of

0:36:30.520,0:36:34.75,allusion to the same places and time and

0:36:33.190,0:36:37.03,space

0:36:34.750,0:36:38.59,so I guess is that when you are when

0:36:37.030,0:36:40.30,you're revising the entire book is that

0:36:38.590,0:36:42.85,when you're putting together the book

0:36:40.300,0:36:47.53,itself is that also happening yeah okay

0:36:42.850,0:36:53.86,okay so have these two modes of revision

0:36:47.530,0:36:55.84,that sort of focus on pacing and moving

0:36:53.860,0:36:57.76,around any changes how they changed over

0:36:55.840,0:36:58.96,the course of your career I mean did you

0:36:57.760,0:37:00.91,like when you were first starting out

0:36:58.960,0:37:03.76,writing did you have to come to this

0:37:00.910,0:37:07.24,kind of way of revising or it did just

0:37:03.760,0:37:12.01,what was it there from the beginning no

0:37:07.240,0:37:13.84,it's been a slow gradual process in the

0:37:12.010,0:37:14.18,beginning was was there a different kind

0:37:13.840,0:37:16.55,of way

0:37:14.180,0:37:19.70,more you know we're doing it more

0:37:16.550,0:37:23.48,by-the-book kind of speaker was it oh

0:37:19.700,0:37:25.40,gosh I don't I don't know how I was

0:37:23.480,0:37:27.86,doing anything at the beginning I know

0:37:25.400,0:37:28.85,you know what my first book of poems I

0:37:27.860,0:37:33.11,had help

0:37:28.850,0:37:35.15,I've never had an editor again yeah like

0:37:33.110,0:37:36.89,I had with that very first book Larry

0:37:35.150,0:37:38.39,Lieberman at University of Illinois

0:37:36.890,0:37:41.45,press

0:37:38.390,0:37:44.93,he weeded out some of the weaker poems

0:37:41.450,0:37:47.83,but also helped me to shape up some new

0:37:44.930,0:37:50.75,things I was working on and put them in

0:37:47.830,0:37:52.52,help me with the arrangement and you

0:37:50.750,0:37:55.10,know I've never had help like that again

0:37:52.520,0:37:58.34,but that was very instructive yeah Kimmy

0:37:55.100,0:38:00.83,yeah he would write me these interesting

0:37:58.340,0:38:02.69,little letters were you explained you

0:38:00.830,0:38:05.30,know why he thought this article here

0:38:02.690,0:38:09.38,and this go there and this stanza needed

0:38:05.300,0:38:11.51,to be gone this was stupid it was just

0:38:09.380,0:38:13.64,so helpful to have somebody be such a

0:38:11.510,0:38:16.37,close reader with the scene I said if

0:38:13.640,0:38:18.41,you ever had them again ever so so do

0:38:16.370,0:38:19.79,people play a role in your revision

0:38:18.410,0:38:22.97,process now or is it pretty much just

0:38:19.790,0:38:25.19,you um well my husband reads everything

0:38:22.970,0:38:29.27,and he's really really tough critic

0:38:25.190,0:38:35.09,really really tough it's very good but

0:38:29.270,0:38:39.23,he I think he's smart reader and he also

0:38:35.090,0:38:42.77,kind of knows what I'm capable of and if

0:38:39.230,0:38:46.52,I don't measure up he'll tell me yes

0:38:42.770,0:38:50.59,yeah so you don't all right you're not

0:38:46.520,0:38:54.59,corresponding with other writers I have

0:38:50.590,0:38:59.68,I have a couple of good fiction writer

0:38:54.590,0:39:03.76,friends that I have shared work with and

0:38:59.680,0:39:07.34,another a novel I had a two book

0:39:03.760,0:39:09.74,contract this is the book of stories

0:39:07.340,0:39:12.38,before this one and they wanted the

0:39:09.740,0:39:13.61,second thing to be a novel the publisher

0:39:12.380,0:39:16.67,I told you who decided they were going

0:39:13.610,0:39:19.07,to quit this is fiction and they wanted

0:39:16.670,0:39:22.39,the second book to be a novel so I I

0:39:19.070,0:39:26.69,tried three times to write a novel and I

0:39:22.390,0:39:29.45,got two hundred pages in three times

0:39:26.690,0:39:32.24,yeah and I showed a couple of those

0:39:29.450,0:39:37.46,books to friends who are fiction writers

0:39:32.240,0:39:39.14,and they they confirmed for me that what

0:39:37.460,0:39:42.14,I thought was true the way I could

0:39:39.140,0:39:47.54,phrase it to myself is they didn't have

0:39:42.140,0:39:52.85,a big enough engine I like a short story

0:39:47.540,0:39:56.08,I'm I like to go cut I like short

0:39:52.850,0:39:58.82,stories - I was struck though in quake

0:39:56.080,0:40:00.05,right but like I was I was reading that

0:39:58.820,0:40:02.57,and I thought it was I mean it read to

0:40:00.050,0:40:05.00,me and helps me a lot like the way that

0:40:02.570,0:40:06.77,Jennifer Egan is explaining we do love

0:40:05.000,0:40:09.08,working out in like separate stories but

0:40:06.770,0:40:12.20,all kind of like it's an investigating

0:40:09.080,0:40:13.70,certain kind of dilemmas and an

0:40:12.200,0:40:17.45,interesting kind of metaphorical

0:40:13.700,0:40:19.70,noticeable is well thank you I was that

0:40:17.450,0:40:21.02,good positive yes yeah with that but I

0:40:19.700,0:40:22.31,was like I mean like what did she call

0:40:21.020,0:40:24.74,this or not I mean I just was wondering

0:40:22.310,0:40:26.60,you know it's not anyway it's just such

0:40:24.740,0:40:29.42,a there's very arbitrary but I think I

0:40:26.600,0:40:31.07,can compose them very much separately

0:40:29.420,0:40:33.35,I mean that they are related right and

0:40:31.070,0:40:35.84,amazing yeah they're weak stories yeah

0:40:33.350,0:40:38.15,they've all been linked yes I really I

0:40:35.840,0:40:42.35,love all the different possibilities of

0:40:38.150,0:40:46.01,ways to link stories but in terms of the

0:40:42.350,0:40:49.28,engine yeah I like a little small engine

0:40:46.010,0:40:53.60,that I feel like I can I can fix what's

0:40:49.280,0:40:56.57,wrong with a little small engine and I

0:40:53.600,0:40:59.15,don't know if I could the novel thing

0:40:56.570,0:41:02.87,it's kind of overwhelming for me to

0:40:59.150,0:41:05.42,think about yeah how much you have to

0:41:02.870,0:41:09.29,sustain how much should have how much

0:41:05.420,0:41:11.99,needs to drive a big novel and I love

0:41:09.290,0:41:17.18,novels I was really none but I'm

0:41:11.990,0:41:19.55,intimidated by the arc how huge it needs

0:41:17.180,0:41:25.36,to be and how much maybe you need to

0:41:19.550,0:41:28.22,know before you sit down right there

0:41:25.360,0:41:29.60,writing a tale any sort of research or

0:41:28.220,0:41:32.27,circle or otherwise

0:41:29.600,0:41:34.37,yeah like quake was a good example I

0:41:32.270,0:41:36.41,love doing all that research on the

0:41:34.370,0:41:38.33,gypsy culture in the country I just

0:41:36.410,0:41:40.73,loved it oh yeah

0:41:38.339,0:41:42.53,and that just really fed my story so I

0:41:40.739,0:41:45.59,was looking on it and there's new books

0:41:42.539,0:41:48.56,that has a dinosaur dig in it that was

0:41:45.599,0:41:52.22,really fun meet my husband I went on the

0:41:48.569,0:41:54.39,dig in Montana as part of the research

0:41:52.229,0:41:57.26,for that fun made especially they just

0:41:54.390,0:41:58.85,have that like dinosaur versus dinosaur

0:41:57.269,0:42:00.66,discovery or something this summer could

0:41:58.859,0:42:02.78,you see this formed with like some

0:42:00.660,0:42:07.31,private invest in private digger found

0:42:02.789,0:42:09.26,these like perfectly preserved fossils

0:42:07.319,0:42:11.03,of like a Tyrannosaurus Rex worth like a

0:42:09.269,0:42:12.50,Stegosaurus like right next to

0:42:11.039,0:42:14.81,tremendous oh that that you made fight

0:42:12.509,0:42:16.58,and so they stole it and like I said wow

0:42:14.819,0:42:18.68,there's only big folded adoption for

0:42:16.589,0:42:20.81,some ridiculous price really sort of the

0:42:18.689,0:42:22.82,debate about this just like a couple of

0:42:20.819,0:42:26.09,Famers or something a couple of like

0:42:22.829,0:42:29.09,hold the whole week creatures Wow didn't

0:42:26.099,0:42:32.33,sleep and insane fine in Montana you

0:42:29.099,0:42:34.41,know and that's right well what I

0:42:32.339,0:42:37.38,understood was that on this is

0:42:34.410,0:42:42.26,interesting but what I heard was um

0:42:37.380,0:42:45.28,all those glacial floods what happened

0:42:42.269,0:42:48.32,and they basically wash all these bones

0:42:45.289,0:42:50.78,over and fall there be like this giant

0:42:48.329,0:42:53.03,phone bed of you know 20 different

0:42:50.789,0:42:55.49,species but just because they've been

0:42:53.039,0:43:03.46,washed by the floods like that yeah up

0:42:55.499,0:43:06.83,the same place I just read those words I

0:43:03.469,0:43:09.35,guess then what a couple more questions

0:43:06.839,0:43:11.03,what revision but some and then so I

0:43:09.359,0:43:12.53,guess one of the like I've been reading

0:43:11.039,0:43:14.00,this book called the work of revision

0:43:12.539,0:43:15.39,which is a really interesting book kind

0:43:14.009,0:43:16.94,of tracing the history of revision so

0:43:15.390,0:43:19.43,much romantics up through the modernist

0:43:16.949,0:43:23.36,period and then kind of how textual

0:43:19.439,0:43:24.68,critisism works with it but and she was

0:43:23.369,0:43:26.36,sort of earnings Hannah Sullivan wrote

0:43:24.689,0:43:29.45,and she was sort of delineating kind of

0:43:26.369,0:43:30.71,three modes of vision one being a

0:43:29.459,0:43:32.36,creative like

0:43:30.719,0:43:34.14,joyce adding all the stuff Pacifica and

0:43:32.369,0:43:38.18,the other parts of the other season it's

0:43:34.140,0:43:39.50,the sort of excitable subtractive way

0:43:38.189,0:43:41.57,that you seem to do and then there's

0:43:39.509,0:43:43.28,that sort of substitution and I'm

0:43:41.579,0:43:45.23,wondering if their primary mode between

0:43:43.289,0:43:46.77,those three that you use for your

0:43:45.239,0:43:52.96,revision or is

0:43:46.770,0:43:57.94,combination hmm I would say I I really

0:43:52.960,0:44:01.69,kind of start with the excretion first

0:43:57.940,0:44:05.20,yeah and then go into the subtraction

0:44:01.690,0:44:07.11,and then probably this substitution it's

0:44:05.200,0:44:10.45,like the pink ring I do at the very end

0:44:07.119,0:44:12.46,okay and physically where where do these

0:44:10.450,0:44:14.29,processes happen I mean like you're

0:44:12.460,0:44:16.84,taking this way by having in the

0:44:14.290,0:44:19.50,notebook what does that happen on the

0:44:16.840,0:44:25.27,computer or that happen in those spaces

0:44:19.500,0:44:28.86,usually I've excised much of what I was

0:44:25.270,0:44:30.70,going to take out before I type it up so

0:44:28.869,0:44:34.24,I probably as I said I'll probably do

0:44:30.700,0:44:37.21,two or three handwritten drafts and I'll

0:44:34.240,0:44:40.36,rip actually rip the notebook page out

0:44:37.210,0:44:42.40,or and I have snow books and notebooks

0:44:40.360,0:44:45.70,where I I have a big X through the page

0:44:42.400,0:44:47.68,to so that I do not get confused that

0:44:45.700,0:44:50.20,I'm actually done with this version now

0:44:47.680,0:44:52.03,there's a if I look hard enough in the

0:44:50.200,0:44:55.06,notebook there is a later version of the

0:44:52.030,0:44:56.65,pause but I so I throw the old ripped

0:44:55.060,0:45:00.46,out pages in the back of the notebook

0:44:56.650,0:45:04.65,and there's a newer version somewhere in

0:45:00.460,0:45:07.66,there but the older ones are fatter and

0:45:04.650,0:45:10.99,often I'm awful you know experimenting

0:45:07.660,0:45:16.99,with line breaks than to you know what's

0:45:10.990,0:45:18.88,the shape shaping issues and and so just

0:45:16.990,0:45:21.43,to confirm that you're doing that in the

0:45:18.880,0:45:23.95,notebook and then I'll book still so and

0:45:21.430,0:45:26.80,then I feel like when I move it to the

0:45:23.950,0:45:29.20,computer I'm sort of getting to a place

0:45:26.800,0:45:30.60,where I want to look at it there's

0:45:29.200,0:45:32.70,something I'm sure you're going to hear

0:45:30.609,0:45:35.74,this with lots of writers my age that

0:45:32.700,0:45:39.99,there's something about when you type it

0:45:35.740,0:45:44.10,up that starts to make it look and

0:45:39.990,0:45:49.48,permanent especially for me in terms of

0:45:44.109,0:45:55.27,the shape of the poem the the line

0:45:49.480,0:45:57.43,length especially in a poem I am less

0:45:55.270,0:46:00.04,inclined to fiddle with line lengths

0:45:57.430,0:46:03.52,once I've got it on the

0:46:00.040,0:46:05.41,on the computer I do that is but for

0:46:03.520,0:46:07.57,some reason it still feels easier for me

0:46:05.410,0:46:11.92,to do it on the page could like to stick

0:46:07.570,0:46:13.99,my slashes in there okay and so once

0:46:11.920,0:46:17.10,they're actually broken into lines on

0:46:13.990,0:46:18.46,the computer yeah you don't have you

0:46:17.109,0:46:22.72,don't feel like you still have that

0:46:18.460,0:46:25.06,freedom - well I do I do I do experiment

0:46:22.720,0:46:28.75,or you know something I'll go oh this is

0:46:25.060,0:46:34.50,15 lines it's so close to us on it I

0:46:28.750,0:46:37.45,don't I help it along you know so then

0:46:34.500,0:46:44.68,there should be like another times or 1,
0:46:37.450,0:46:47.44,money yeah okay so and then at that

0:46:44.680,0:46:49.51,point are the ponies ordered into the

0:46:47.440,0:46:52.00,way you would like them in the hotel not

0:46:49.510,0:46:52.93,never so how does that with that

0:46:52.000,0:46:57.18,processor

0:46:52.930,0:47:00.82,oh that's just another process of just

0:46:57.180,0:47:06.04,printing out all the poems and then just

0:47:00.820,0:47:10.51,living with them and that takes I know

0:47:06.040,0:47:16.74,maybe a year to maybe even longer

0:47:10.510,0:47:19.18,sometimes of experimenting with sections

0:47:16.740,0:47:21.69,you know the arrangement I'm working

0:47:19.180,0:47:27.35,right now in a book of prose poems and

0:47:21.690,0:47:33.03,I'm just really struggling with what's

0:47:27.359,0:47:35.38,what's even going to be in this book 1,
0:47:33.030,0:47:38.05,so there's there's a number so once you

0:47:35.380,0:47:39.79,get as a computer are you putting like

0:47:38.050,0:47:42.16,all the poems from windows look in one

0:47:39.790,0:47:46.60,word file say or are you putting them

0:47:42.160,0:47:50.83,individually um no I don't put I each

0:47:46.600,0:47:54.07,poem is its own file until I really

0:47:50.830,0:47:56.71,start to make the book as a book okay

0:47:54.070,0:47:58.60,until you're like so it's just

0:47:56.710,0:48:00.55,technically then you play call that file

0:47:58.600,0:48:03.01,whatever the title of the poem is yeah

0:48:00.550,0:48:10.00,and then save it saved in a folder with

0:48:03.010,0:48:12.36,my folder is called home al and there

0:48:10.000,0:48:13.30,are some subfolders in their labors

0:48:12.369,0:48:15.16,um

0:48:13.300,0:48:17.71,for a book would you make us a folder

0:48:15.160,0:48:20.98,then or well then each book gets its own

0:48:17.710,0:48:22.78,file then okay yeah okay but it's so the

0:48:20.980,0:48:24.88,poems are kind of in one day folder and

0:48:22.780,0:48:27.13,then as they calculate into a book that

0:48:24.880,0:48:29.53,will be 1/5 exactly and if it when they

0:48:27.130,0:48:32.26,get published and I put them in another

0:48:29.530,0:48:34.69,file called published poems okay so I

0:48:32.260,0:48:38.38,don't get don't get confused and not

0:48:34.690,0:48:40.36,spending yeah so yeah and then there's

0:48:38.380,0:48:47.05,some old you know I have filed called

0:48:40.360,0:48:50.35,files called pawns Oh ate better just

0:48:47.050,0:48:52.63,like I'm never going to probably do

0:48:50.350,0:48:58.18,anything with them now but they're still

0:48:52.630,0:48:59.53,sitting there and is that the same that

0:48:58.180,0:49:07.66,same sort of transfer happened with

0:48:59.530,0:49:12.69,fiction - um yeah I mean I've got a file

0:49:07.660,0:49:16.36,in there just called stories in process

0:49:12.690,0:49:23.77,and I don't know if they're going to be

0:49:16.360,0:49:25.51,a book yeah and so we'll get back to

0:49:23.770,0:49:27.73,computer stuff a little bit more let me

0:49:25.510,0:49:28.87,just sort of talk a little bit move from

