timestamp,speaker,words,tags,highlight,timelink
 ,RP:,"In my case, you keep working. Very rarely, you abandon it&#8212;usually some part of it that's working gets incorporated into the next poem, or into some future poem.",revision;between,
 ,DB:,"So, you kind of take parts and move them around?",revision;between,
 ,RP:,"Yes. You use it the way Cubans do parts of sugar lace.",revision;between,
 ,DB:,"Do other people kind of work into this process?",correspondence;revision,
 ,RP:,"Yeah, I have friends. Louise sees what I write. Alan sees what I write. And maybe Gail Mazur. Different times of my life there have been different friends&#8212;always somebody around. Jim Olson. Sometimes I email things to Jim.",correspondence;revision,
 ,DB:,"At what stage do these people usually come in?",correspondence;revision,
 ,RP:,"Fairly late.",correspondence;revision,
 [01:01:10],DB:,"To kind of get a reaction or something like that? Was the translation work and using the computer and these sort of processes fundamentally different?",revision;paper,3670
 ,RP:,"It was rather similar. Felt pen. I would print-out whatever canto I was working on, so: two or three pieces of paper, maybe one piece of paper. I had everything I needed. And then it was the metrical game.",revision;paper,
 ,DB:,"You described that in one of the interviews I've read as sort of intensely pleasurable sort of work. What kept you drawing you back to it?",revision;paper,
 ,RP:,"It's why kids play video games. It's why guys play golf. It's a difficulty that you become addicted to. You become entranced by the difficulty. Like people who need to do the New York Times crossword puzzle every day. It's that part of the mind that loves to solve difficulties&#8212;or, let's not say &quot;solve&quot;&#8212;engage a certain kind of difficulty. Because the video games offer infinite... You can't ever solve it. You can get better at it, making those consonantal rhyme tercets and pentameters. And always compressing&#8212;I use fewer words in that translation than any other translation, prose or verse. Never pad to get a rhyme. Compress to get a rhyme. That was the rule. And it became what a jigsaw puzzle is for somebody who loves jigsaw puzzles. What a video game is for somebody who loves video games. It became absorbing.",revision;paper,
 ,DB:,"How long did that project last?",,
 ,RP:,"It was a year to get through the Inferno ones, and almost another year to revise.",,
 ,DB:,"I read that you worked on a revision with Frank Bidart some, too?",,
 ,RP:,"Yes. We put a lot of effort into that.",,
 ,DB:,"So you have the individual poems that you work on, but then how do you get them into a book?",mss;files,
 [01:03:40],RP:,"There's a folder called &quot;Book.pms&quot; and it acquires a name, and the book acquires a title, but that's the next book of poems. In that folder right now, there's a file called&#8212;I think&#8212;&quot;Book29.&quot; That is, it's the 29th draft when I bother to have a contents page, which Nisus Writer does very well. A contents page, page numbers, and the order that the poems are in. That order will change, but it's what I have with me if I go somewhere to give a poetry reading, and it's a file. It's a folder.",mss;files,3820
 ,DB:,"How do you construct your orders?",mss,
 ,RP:,"I guess it's different for each book. I'm not sure how to answer. It's intuitive.",mss,
 ,DB:,"Does it have some sort of phrasing to it? I mean, is it musical in that sense?",mss,
 [01:05:00],RP:,"I hope ideas and feelings get introduced. I hope then they get developed and amplified and explained, and then I hope new elements come in, in the course of that process. At the same time, one recognizes that a good number of readers don't read the poems in order&#8212;some people like to start in the middle, some people start at the end. But for those who want to see something in the order, Gulf Music starts with a kind of peculiar title poem. It says, &quot;This is not going to be easy. It's going to involve the newspaper, and it's not going to take certain conventional routes for political poetry.&quot;",mss,3900
 ,DB:,"I found the ordering and construction of Gulf Music to be very unusual. I was just sort of thinking about it being just unlike most things that come out now.",mss,
 ,RP:,"I thought about it a lot. I did want to make it something distinctive, and it starts with the most ghazal-like thing in the book.",mss,
 ,DB:,"Yeah. Are you on draft 29 of the current book?",mss,
 ,RP:,"Yes.",mss,
 ,DB:,"Is that where you are at?",mss,
 ,RP:,"Yes.",mss,
 ,DB:,"This is just for me, but do you know when&#8212;?",mss,
 ,RP:,"I'm on leave next year. I hope that before the year is over, I'll have the book.",mss,
 [01:06:40],DB:,"How has teaching influenced the way you write?  Has it done much? Or has it sort of been the way that you support the time that you get to do the writing?",change;highlight,4000
 ,RP:,"It's not an easy question to answer. I'm proud&#8212;it's an honorable profession, and I think I've probably helped more people than I've hurt people. And my students seem to be getting something out of what I do as a teacher. I guess they help when I ask them to make anthologies. So, I guess among other things, they help me have a sense of what is currently esteemed. Change has a frightening morbidity&#8212;every two or three years the canon is very different.",change;highlight,
 ,DB:,"Has that rate increased in more recent years, now that the internet has kind of made things more available?",change;highlight,
 ,RP:,"I'm not sure. It could be, or it could be just that as I get older I'm more disturbed by it, or delighted by it, or something. But it certainly does suggest that the wheel of fashion spins along pretty well.",change;highlight,
 ,DB:,"I guess there are other questions about your correspondence, and I know you talked about the anxiety of saving emails and stuff like that. But before, were you a big physical letter writer?",correspondence,
 ,RP:,"I used to write a lot of letters. They used to be a way I would warm up. But I remember when I was working on The Situation of Poetry, I would warm up with a routine where first I'd write a letter or two, maybe three, and that would somehow make me feel I was working. Then, to glide into working on a poem or in that prose project&#8212;it was somehow made easier. And, I used to get a lot of letters, and I used to send a lot of letters. I still do once in awhile, but electronic has taken over.",correspondence;change;highlight,
 ,DB:,"Can you point to a time when that sort of wave overtook?",change;highlight,
 ,RP:,"I think in the late '80s or early '90s. People you think would never adapt to email adapted to email. It became more and more of a lingua franca. And it became the agora, it became where people met. And the generation that only did paper correspondence got old and died, to be blunt about it.",change;highlight,
 ,DB:,"Do you find that it is a different genre?",,
 ,RP:,"Different conventions.",,
 ,DB:,"Yeah.",,
 ,RP:,"I must say that when I see letters I wrote long ago, I wince. I don't like it.",,
 ,DB:,"Why not?",,
 ,RP:,"It's either naiveté, or there is falseness, or there is clumsiness. To write a good letter, in a way, you have to not think about how you are sounding or looking. It should be ephemeral, it should be at the moment. But then to have it preserved for 20 years? It's a little disturbing.",corresondence;change,
 ,DB:,"Do you think that there is more of an awareness of that with email?",corresondence;change,
 ,RP:,"I think email is probably more unconscious. I was joking with you about my friend who says scandalous things in emails, and I repeatedly tell him, &quot;Look out!&quot; Things you read in the newspaper where in some business setting or political setting, people get nailed. The email trail. It may be generationally something is changing. I think people say things in email they wouldn't say &quot;in writing&quot; because they don't think of it as having as much permanence, and sometimes it surprises them.",corresondence;change,
 ,DB:,"Yeah. My first job out of college as a paralegal, I just looked through email after email for &quot;Hot Docs,&quot; as they were called.",,
 ,RP:,"And hitting &quot;delete&quot;&#8212;",,
 ,DB:,"It doesn't do it.",,
 ,RP:,"No it doesn't. It doesn't shred it.",,
 ,DB:,"So, kind of more overall, do you think the advent of the computer and the rise of the computer in your practice has changed things fundamentally? What if you were still working with your IBM Selectric?",,
 [01:11:45],RP:,"Publication is different. We've been talking about production, and production has changed somewhat for me. Probably not as much as many people. Probably because I've been doing it so long with a computer and because poetry for me is vocal. Publication is in a midst of some kind of tremendous transition. I don't think anybody knows where it's going, exactly. I recently spent a few days in New York. It's pleasing to see the people with a book in the subway, a magazine or a newspaper, but most people who are looking at something are looking at the screen. I'm surprised how many are looking at tablets. Lots are looking at phones&#8212;a certain number are playing games, a certain number are checking their email, a certain number are listening to music and looking at something that goes with the music. How many are reading? I don't know. But at the moment, if a magazine tells you they want to put something in their web page rather than print and you feel it as their second level of affection for this&#8212;that maybe shifting.",,4305
 ,DB:,"Yeah. I wonder about that too. I feel like it's right on that cusp.",,
 ,RP:,"I think it's all very fluent, and we don't know&#8212;and I don't think anybody really is quite sure&#8212;what's going to happen next. I guess one has to not think about it too much.",,
 ,DB:,"Yeah. Unless you have to make those decisions, sure. Your point about the formatting and about them not figuring that out yet&#8212;",,
 ,RP:,"That's going to happen soon.",,
 ,DB:,"But I mean, even in HTML, even if you see your poems get put up there, there are so many easy problems that people just don't know how to fix, because there are so many different levels of expertise.",,
 ,RP:,"It used to drive me crazy on Slate when an ad would disrupt a poem.",,
 ,DB:,"Yeah. Like break the line in a weird way or something like that? Maybe a famous poem?",,
 ,RP:,"Are we almost done?",,
 ,DB:,"Yes.",,
 ,RP:,"I'm getting a little worn out.",,
 ,DB:,"I think we're done.",,
 ,RP:,"Good.",,
 ,DB:,"Okay. Thank you very much, Robert.",,
 ,RP:,"It's great and it was fun. A smart thing to be going into.",,
 ,DB:,"We'll see.",,
 [01:14:31],,"end of audio",,4471

   [00:00:00],DB:,"All right. I've basically got a few little sections to this. The first section is kind of like where you are at now with more digital work and the sort of technical processes that you use. The second session will kind of go through your compositional practices and how they've changed over the course of your career. So, the first one is almost like short answer, which I'm sure we'll go through it fairly quickly. If you would, for the camera, please state your name, your date of birth and the location where we are right now?",,0
 ,BB:,"Bruce Beasley. Date of birth January 20, 1958, and we are in my writing cottage in my studio in the back of my house in Bellingham, Washington.",,
 ,DB:,"What genres do you work in?",,
 ,BB:,"Poetry only.",,
 ,DB:,"What kinds of devices do you own or have access to for writing?",,
 ,BB:,"Devices?",,
 ,DB:,"Yeah.",,
 ,BB:,"You mean like computers?",,
 ,DB:,"Sure.",,
 ,BB:,"I have a laptop, a Toshiba Satellite laptop computer, and that's mainly it.",,
 ,DB:,"Is that it? Do you work on a tablet or a phone or anything like that?",,
 ,BB:,"No.",,
 ,DB:,"Or pretty primarily on that device?",,
 ,BB:,"That and my office computer, which is a desktop.",,
 ,DB:,"The operating system on which you work, is that a Windows?",files,
 ,BB:,"Windows 7&#8212;or that's Windows 8, now.",files,
 ,DB:,"Do you work on that office computer very often or is that&#8212;?",files,
 ,BB:,"I do. In the summer, like now, I work almost exclusively here on that computer. When I'm at work, when I'm teaching, I am often working a couple of hours a day during the day, and I work mostly on the office computer when I'm doing that. So, I'm always sending files back and forth.",files,
 ,DB:,"How do you do that? Do you email them to yourself?",files,
 ,BB:,"I have Carbonite on this computer.",files,
 ,DB:,"Okay.",files,
 ,BB:,"So, you can call up these files there easily, but not vice versa. Things that I put in my office computer, I have to email to myself if I want to work on them here.",files,
 ,DB:,"Okay, so you don't have the folder on your office computer, you just have the kind of shared folder here?",,
 ,BB:,"Yeah.",,
 ,DB:,"Do you use computers exclusively or do you also work &#8212;physically?",,
 ,BB:,"I use computers mostly. What I do a lot is&#8212;I've brought some examples of this, if you want to see them&#8212;I write a lot when I'm walking. I take long walks and scribble in a notebook like this one. Just usually individual lines&#8212;let's see if I can find some examples. And then often I will transcribe them onto note cards. Just&#8212;this says: &quot;Your omissive offspring deviled what you've got in there,&quot; which is lines that I was working toward a poem called &quot;Offspring Insprung,&quot; which is a response to a sculptor named Bruce Beasley&#8212;he has the same name as me.",prompt; paper,
 [00:3:50],,"We've been doing this kind of collaboration. I have been writing sort of my self-portrait through the lens of his sculptures. So he sent me a sculpture called &quot;Offspring,&quot; which is in the house if you want to see it&#8212;one of his sculptures. And I wrote a poem called &quot;Offspring Insprung&quot; responding to his sculpture. So when I was writing that, I was taking long walks and just scribbling down random lines.",prompt; paper,230
 ,,"I can write individual lines by hand. When it comes to a whole poem, I do it almost exclusively on the computer. This one says, &quot;Even the evenings are odd, even the odds are even/ offspring, autumnal, equinox, off quilter,&quot; which are not lines I ended up using but often, when I'm doing this kind of walking, I'll end up with a stack this big of note cards, and then when I'm at the computer, I shift them around and type them up, and rearrange them and shuffle them and move them into different places.",prompt; paper; printdig; between,
 ,DB:,"So, you'll have them, like, kind of spread out in a grid on your desk essentially?",prompt; paper; printdig; between,
 ,BB:,"Yes.",prompt; paper; printdig; between,
 ,DB:,"And then move them around. How does that help you&#8212;are you sort of picturing them on a page, then?",prompt; paper; printdig; between,
 [00:05:00],DB:,"Or are you still kind of picturing them in the air? How is that?",prompt; paper; printdig; between,300
 ,BB:,"In the air&#8212;very much in the air. And I'll do a thing where I'll start by dealing out a card, so like I'll just randomly deal a card&#8212;&quot;coverts of the cube&quot;&#8212;and start writing from that on the computer. I'm a big fan of craps and gambling, and I like to think of words as, like, &quot;rolls of the dice,&quot; in a way. So often when I'm beginning a poem, I'll start with the straight lines and images, or phrases, quotations&#8212;like this&#8212;and then when I'm sitting down with a computer, I'll deal them out with something like&#8212;&quot;You're in geometry.&quot;",prompt; paper; printdig; between,
 ,,"My teenage son was in geometry, taking geometry, but I was thinking about Bruce Beasley the sculptor, and how geometrical his abstract sculptures are. So, I write like, &quot;You're in geometry,&quot; which is also not something I ended up using&#8212;though I kind of like it now. So yeah, I do a lot of handwriting work like that, especially when I'm walking.",prompt; paper; printdig; between,
 ,DB:,"Okay. And where do you walk?",prompt; paper,
 ,BB:,"The bay is about half a mile from here, Bellingham Bay. The beach is about one mile exactly. There is a beach called Little Squalicum Beach. I usually walk from here down to there and sit on the rocks by the water, by the beach.",prompt; paper,
 ,DB:,"Will you write while you are walking?",prompt; paper,
 ,BB:,"Yeah. I carry either note cards or a notebook with me and scribble things down as I'm walking.",prompt; paper,
 ,DB:,"Do you have specific notebooks that you use? I mean, that seems like a very unique notebook.",prompt; paper,
 ,BB:,"It's got a Byzantine cross on it. It's kind of appropriate for me.",prompt; paper,
 ,DB:,"Yeah! No, it's great. Do you have many of those?",prompt; paper,
 ,BB:,"I do. And I'll write&#8212;often when I'm writing, I'll just write tittles off and I'll start with just tittles. So, just yesterday, I wrote &quot;False Negatives,&quot; &quot;Team Lullaby with Abraham and Dedalus,&quot; &quot;Isaac and Icarus,&quot; &quot;Be All and End All,&quot; &quot;Study for Happiness.&quot; Often I'll start with a title like that and start mulling it&#8212;and scribbling down lines for it in a journal like this one, and then when I get enough lines, either put them on note cards or just sit down with a computer and a notebook and start transcribing and moving around things that I've written in the notebook.",prompt; paper; printdig; between,
 [00:7:52],,"I can't remember the last time, and I may never have done it&#8212;written an entire poem by hand without a typewriter or a computer. I just don't work that way.",prompt; paper; printdig; between,472
 ,DB:,"Yeah, but you do write by hand a lot of the pieces of the poem.",prompt; paper; printdig; between,
 ,BB:,"I generate&#8212;yeah, I generate fragments of the poem, but the act of consolidating and moving them, and making a poem out of them&#8212;for me it's always been done on a computer, or a typewriter before that.",prompt; paper; printdig; between,
 ,DB:,"So, what do you do to kind of save&#8212;like when you are finished with the project or finished with these cards, do you save them somewhere?",,
 ,BB:,"Yeah. I was trying to find the rest of these. I have them, but I can't put my finger on them&#8212;but they're somewhere.",,
 ,DB:,"Somewhere like in a box or in a file, cabinet?",,
 ,BB:,"Yeah.",,
 ,DB:,"And how many notebooks do you have at this point?",paper; future,
 ,BB:,"I have a lot. I have a box of them this big, in no particular order. The other thing I do&#8212;you might be interested in&#8212;is once a year I print out all the notes, all the computer writing I've done. I keep them in a bound journal that is by year. So this one, for example, is 1999&#8212;and you'll see that a lot of times, when I work on the computer, I'll write a kind of journal, just sort of what's going on and what I'm thinking about, and working with stray pieces of poems that I've written down by hand.",paper; future,
 [00:9:25],,"And then&#8212;I don't know, somehow it's important to me to have it all printed out. Because when I'm writing and in between poems, I'll often skim through the printouts of previous years, looking for pieces of poems I've started but never finished, or just stray lines that didn't go anywhere but now they do.",prompt; paper; printdig; between,565
 ,DB:,"So does this serve almost like&#8212;so would you search for things on your computer, too? Or you would rather come search your own archive, your own index?",paper;printdig;future,
 ,BB:,"I don't like reading on the computer, I never have.",paper;printdig;future,
 ,DB:,"Okay.",paper;printdig;future,
 [00:10:00],BB:,"I like to write on a computer but not read on it. And what this also does is it gives me all the drafts of every poem I have ever written.",paper;printdig;future,600
 ,DB:,"And you do this once a year? You print out everything once a year?",paper;future,
 ,BB:,"Yes.",paper;future,
 ,DB:,"Are there dates on the poems themselves?",paper;future,
 ,BB:,"Yeah.",paper;future,
 ,DB:,"So you date&#8212;and do you put a time? Or do you just&#8212;?",paper;future,
 ,BB:,"I do. Like this one says, &quot;December 10, 1999, Dickinson's birthday and Don is a friend of mine, come to think of it, Friday morning 9:15,&quot; and then I'll start talking about what's going on and then start working on lines from a poem, thinking about etymologies&#8212;Latin penetralis, inner. penetrari&#8212;&quot;to penetrate&quot;&#8212;from which comes penetralia. &quot;Penetrate is to enter or force the way into, to grasp the inner meaning of&quot;&#8212;you know, that sort of associative thinking. But I do it in writing on the computer, often, and when I'm not doing that I'm walking and doing it in my mind and jotting down notes in a notebook.",paper;future,
 ,DB:,"Do you have like a schedule to which you try to keep, or is this just kind of a continual work?",career; prompt,
 ,BB:,"Continual. When I'm&#8212;in the summer, or on sabbatical (because I was on sabbatical most of year before last), then I'll write every day, all day, as much as I can. I mean, I'm here at my desk, right there or right here, or walking. Often I'll walk for two hours and come back and write for two hours, or something like that.",career; prompt,
 ,DB:,"So, mostly it's here.",career; prompt,
 ,BB:,"I'm a really obsessive writer, so when I'm writing I do it kind of nonstop. But I go long periods where I don't write&#8212;that's my kind of schedule.",career; prompt,
 [00:12:08],DB:,"And usually those correspond to your teaching?",career,728
 ,BB:,"Yeah.",career,
 ,DB:,"And you teach&#8212;is Western on a quarter system?",career,
 ,BB:,"Mm-hmm.",career,
 ,DB:,"So, you teach from September to mid June every year?",career,
 ,BB:,"Late September to early June, yeah.",career,
 ,DB:,"Alright. So let me kind of backup for a second. We've talked some about your practices now; I'd like to kind of think about different eras in your own career, and your writing practices then, too&#8212;and we can kind of relate them a little bit, hopefully. But before that, could you say how long you have been writing? This isn't scare quotes, but&#8212;professionally?",career,
 ,BB:,"My first book was published in 1988, so '98, 2008&#8212;twenty-five, twenty-six years.",career,
 ,DB:,"Could you give kind of a&#8212;describe, kind of give a broad arc of your career, just to kind of ground the interview a little?",career,
 ,BB:,"In terms of what I have written and published?",career,
 ,DB:,"Yeah. Where you've been, what the projects have been, etc.",career,
 ,BB:,"Okay. So, I grew up in Macon, Georgia. I started writing poems when I was about twelve, and&#8212;really awful, awful poems when I was twelve. But I kept writing all through high school, and went Oberlin College where I took a lot of creative writing classes, majored in English. Then I went to Columbia University MFA program after that, immediately after that. I graduated from there in '82 and I did a series of editorial jobs during the first half of the '80s, writing for alumni magazines and things like that, and other magazines. I worked for a magazine called Good Life, which was a magazine designed to be marketed to the richest people in the country, things like that&#8212;1% top, 1% maybe&#8212;and ironically it went bankrupt shortly after I started working there.",career,
 ,,"And then in '86, Wesleyan University Press accepted my first book, Spirituals, and that gave me the kind of jolt I needed, I think, because I just felt this increasingly grotesque disjunction between what I was doing for a living and what I cared about. So I went back and got a PhD at the University of Virginia in American Literature. I did a dissertation in Emily Dickinson, and then while I was in the PhD program I wrote most of my second book, The Creation, which won the Ohio State University Prize and was published in '94.",career,
 ,DB:,"Who chose that? Was that Charles Wright? Or was that the next one was Charles Wright?",career,
 [00:15:00],BB:,"No, that was&#8212;I think David Citino who was the judge of that. And I came here to Western in '92, moved out to Bellingham in the fall of '92. In '96, Charles Wright picked my third book, Summer Mystagogia for the Colorado Prize, and then Wesleyan published Signs and Abominations in 2000. Five years later, Lord Brain&#8212;a book about cosmology and the mind and the brain and looking at metaphysics through the physicality of the brain and the structures of the cosmos&#8212;won the University of Georgia Press competition, was published by them. And then The Corpse Flower, my New And Selected Poems, was published by the University of Washington Press in 2007, I guess. The most recent was Theophobia, which BOA published in 2012.",career,900
 [00:16:16],DB:,"And from 1992 to now, you've been professor at Western Washington, teaching?",career,976
 ,BB:,"Yeah.",career,
 ,DB:,"So, I have this kind of broken apart into, like: &quot;composition,&quot; &quot;writing,&quot; &quot;prewriting,&quot; &quot;generatives,&quot; &quot;structure,&quot; &quot;revising/revision,&quot; and then &quot;organizational/archival&quot;&#8212;which is more like putting books together, etc.&#8212;and I'd like to talk about it in different stages. So if those don't work for your writing process, let me know. We can talk about it differently. But we probably won't even&#8212;we'll probably just talk.",,
 ,,"So when you first&#8212;like, right out of college up until your first book&#8212;what was your writing process like then? How were you writing then?",,
 ,BB:,"I was working on, as I said, a series of editorial jobs, and I did a lot of writing at work, which was nice because I had jobs working for PR offices at colleges and universities, but they were jobs where there was a huge amount of spare time where there was really nothing to do. I wasn't expected to do anything; there was nothing to be done.",early; career,
 ,,"You know that old ad&#8212;the Maytag Repair ad? There was an old, famous ad campaign for Maytag washing machines, and the joke of it was that the washing machine never broke down; so they had Maytag Repairs, and the Maytag Repairs people were just really bored, they had nothing to do. So, I had a sign on my desk that said Maytag Repairs. But I had a lot of spare time, so I would write a lot at work on my typewriter&#8212;this was before computers. So, I wrote a lot of my first book in those jobs.",early; career,
 ,DB:,"So, we can talk about the pre-writing, generative&#8212;were you taking notes like you do now? How did you get to the poems, I guess, at that point?",early,
 ,BB:,"I was typing.",early,
 ,DB:,"You were just typing?",early; paper,
 ,BB:,"Yeah, typing. I probably had one of these notebooks here, if you want to look at it. Here is one, and I was printing it out&#8212;oh, this was a little bit later, this is '92&#8212;but it was printed out on these long rolls of printer paper, you know? Those old-style printer rolls?",early; paper,
 ,DB:,"With like serrated edges? Yeah.",early; paper,
 ,BB:,"Yeah. So just doing essentially what I do now&#8212;large chunks of prose that would lead to ideas and sort of mull through ideas&#8212;but I was typing it on a Selectric typewriter.",early; paper,
 ,DB:,"Okay. And then printing it out that way. So when you started, you were writing on a typewriter and had a similar mode of kind of generative&#8212;did you do walks or anything like that in the early&#8212;?",early; paper,
 ,BB:,"No, I had to be at my desk, so I couldn't.",early; paper,
 ,DB:,"You had to be at your desk. Would you write lines and then rearrange them at that point? Or were you kind of composing more closely full poems?",early; paper; prompt,
 [00:19:23],BB:,"Exactly the same way I do it now.",early; paper; prompt,1163
 ,DB:,"Okay. This could change.",early; paper; prompt,
 ,BB:,"Doesn't change at all, no. I'd write stray lines and then start pulling them together and rearranging. The difference was, it was much more cumbersome to retype it all than it is now&#8212;but essentially the same process.",early; paper; prompt,
 ,DB:,"As you progressed in your career, when did you move to a computer?",early,
 ,BB:,"I think my first computer was probably&#8212;did I have a computer in graduate school? I think probably at the end of&#8212;no, because I wrote my dissertation on a typewriter. No, I didn't,",early,
 [00:20:00],BB:,"I had a computer when I was writing my dissertation in Virginia in the early '90s.",early,1200
 ,DB:,"Early '90s?",early,
 ,BB:,"1990-1991.",early,
 ,DB:,"When you were getting your PhD what was your writing style like? Were you writing at home mostly?",early,
 ,BB:,"Yeah. And I was writing&#8212;I was doing long walks then, too.",early,
 ,DB:,"Okay. Through Charlottesville somewhere? And then was that when you started writing down on the note cards?",,
 ,BB:,"No. That's a pretty recent thing.",,
 ,DB:,"That's a more recent thing?",,
 ,BB:,"Yeah.",,
 ,DB:,"So that sort of early&#8212;that sort of note taking, walking, was established pretty early. Did anything change, like as you moved to Bellingham? Or was the process fairly similar for prewriting, etc.?",,
 ,BB:,"It's been pretty constant.",,
 ,DB:,"Pretty constant?",,
 ,BB:,"Yeah.",,
 ,DB:,"Has it changed by location at all? I guess one big event probably in your writing life is this thing [the small, separate space in which the interview is taking place]. What was it like? When this came into your life&#8212;when was this built, this cottage?",,
 ,BB:,"I think about seven years ago.",,
 ,DB:,"Did your writing practice change very much for it, or was it just made much more useful?",,
 ,BB:,"It's easier. This is my flipper. This thing is crucial to my writing. This is the window crank for an old-fashioned window that I had growing up in Macon, Georgia. As a child I started a process of flipping this thing, or doing like this. I call it my &quot;flipper.&quot; It's crucial to my writing and I have had it ever since I was a little kid, but as a kid I would throw it when I was thinking&#8212;and even as a teenager, I would write mostly by flipping this thing.",prompt; revision; highlight,
 ,,"There is something about the action, repetitive action of throwing and catching, that's always been really important to generating ideas. It's similar to the kind of rhythm I have when I'm walking, I think&#8212;that kind of rhythmic catch and release. So often when I'm writing, all through my life, I have kept this thing with me and I flip it while I'm thinking. Often, I can't think unless I'm doing that. It's a kind of kinetic thing, I think, and when I'm walking, often I have a stick, a stick that I'm flipping or throwing around, too.",prompt; revision; highlight,
 ,DB:,"Something with the hands almost always, too?",prompt; revision; highlight,
 ,BB:,"Yeah. So, I lost this thing for a couple of years. Somehow it got lost, and it drove me crazy. Then I found it I was like, &quot;My flipper! It's back!&quot;",prompt; revision; highlight,
 [00:22:49],DB:,"That's funny. Within the writing process, do you have certain times when you pick it up? Are you more likely to use it when you are generating work or when you are revising, or does it&#8212;?",prompt; revision; highlight,1369
 ,BB:,"Every&#8212;all times.",prompt; revision; highlight,
 ,DB:,"All times?",prompt; revision; highlight,
 ,BB:,"Especially when I'm revising. When I'm revising, I say the poems aloud over and over, always&#8212;and often when I'm walking. I can always tell a poem is almost finished because I've come to the point where I've memorized it without trying to&#8212;just from saying it aloud so many times. Often when I'm walking, I get to a point where I've got to draft in my mind and mumbling it to myself aloud, while I'm walking, to hear the rhythm of it and the sound of it and the words of it.",prompt; revision; highlight,
 ,,"When I'm revising or when I'm generating new ideas, I often use this thing. I remember my roommate in college told me, when Suzanne and I were first dating, I would leave her house and come back to my own room in the house where I was renting a room, and I would lie in bed and flip this thing, and he came in and said, &quot;You know, you tell Suzanne you're writing, but really you're just flipping your flipper.&quot; I said, &quot;But flipping my flipper's how I write!  That's what I'm doing, I'm writing!&quot;",prompt; revision; highlight,
 ,DB:,"That's fascinating. I guess I'm sort of trying to get&#8212;so you will use your flipper in somewhat pensive moments when you are kind of considering what you've written or what you are about to write, but also maybe&#8212;I mean, do you do it at your desk ever?",prompt; revision; highlight,
 ,BB:,"It's kind of hard to do it in a desk, so maybe when I'm sitting or lying down in bed. So, in here, I'll pull the Murphy bed down, sometimes I might look out the skylight, do this and think, and jot down lines.",prompt; revision; highlight,
 ,DB:,"Yeah. So you were saying earlier, like once you have these lines jotted down, you have the notebooks kind of composed and you also have big chunks of prose in the computer that you've written, too&#8212;",prompt,
 [00:25:00],DB:,"&#8212;so, how does this jumble become a poem, exactly? Where do you get to the point where you start to rehearse it in your head and start to revise it?",prompt,1500
 ,BB:,"Oh, okay. So, the prose that I write is&#8212;I'll find something more recent&#8212;is designed to get me, it's just sort of a thinking aloud, and I encourage my students to try this, too. It works really well, for me anyway. So I'll start with just a kind of diary&#8212;not like a diary, but just sort of &quot;this is what's happening right now,&quot; and then go from that to general ideas and images, fragments. Sometimes I'll make list of words that will take up a page or two. Sometimes I'll&#8212;this is my unabridged dictionary that I use&#8212;",prompt,
 [00:25:20],DB:,"That you roll the dice&#8212;",prompt,1520
 ,BB:,"Obsessively. Yeah. Sometimes I'll roll dice to pick a page in the dictionary and open to that page, and just read that page until something in the words or the etymologies or the definitions trigger something.",prompt,
 ,DB:,"What's the edition? What dictionary is that?",prompt,
 ,BB:,"This is Webster's Unabridged New Universal. So I'll turn to a particular page&#8212;&quot;clean lead,&quot; &quot;clean sweep,&quot; &quot;clean shaven,&quot; and &quot;cleanser,&quot; &quot;clean room,&quot; &quot;cleaning woman,&quot;&quot; clean energy,&quot; &quot;clean cut,&quot; &quot;clean bill of health&quot;&#8212;I'll read around it until something starts triggering something that's going on emotionally or intellectually right at that moment in my life.",prompt,
 ,,"Thinking about cleanliness and I might just start typing and thinking about associating with cleanness and dirt and pollution, and what it means for something to be &quot;clean cut.&quot; So, I'll start writing some lines, and then often what I will do is&#8212;once I've got some lines or some ideas going, I'll go for a walk, and I will just fill up a whole page with words that sound good with the word &quot;clean.&quot;",prompt,
 [00:27:11],DB:,"Okay. How do you determine what sounds good with the word &quot;clean&quot;?",prompt,1631
 ,BB:,"Just associatively. &quot;Clean machine,&quot; for example, sounds good to me. I would write on a note card or notebook &quot;clean machine,&quot; even though that doesn't mean anything to me. What's a &quot;clean machine'? And walking, I'll start thinking about a &quot;clean machine,&quot; just as an example.",prompt,
 ,,"So, yes: how do you get from that prose to lines? I'll just read you an example:",prompt,
 ,,"Reading Celan: ‘it is time it were time'&#8212;which is a line, one of my favorite lines of Celan&#8212;&quot;Amen to that. I want to write a ‘Damaged Self-Portrait'&quot;&#8212;that's a poem that ended up being in Signs and Abominations&#8212;the principle of being to write about myself is I am now through suggested images rather than through narrative or logical progression.&quot;",prompt,
 ,,"So oftentimes I'll start with that kind of abstract, &quot;this is what I want to do, how I'm going to do it,&quot; series of images for myself, for selfhood in general; disconnected images. And then I'll start writing lines:",prompt,
 ,,"Rent twin&#8212;and there, it's just that &quot;rent&quot; and &quot;twin&quot; sound good together&#8212;&quot;Rent twin, gash in the oak trunk, mud sucked on boots/ What comes back comes halve, to crucifix, the awkward joining together of two broken sticks&quot;&#8212;just sort of free-associating images and lines and ideas and words that draw each other&#8212;for me. And after awhile I will take some of those lines and start walking and thinking about it: what's &quot;mud sucked on boots?&quot;  What am I talking about? I'll start building on that.",prompt,
 ,DB:,"How do you determine what comes first, what comes later? I guess&#8212;how do you build the progression of the poem?",prompt; revision; highlight; printdig,
